Date,Pollster,Sample size,Fianna Fáil,Fine Gael,Sinn Féin,Labour,Green Party,Independents/Other,Social Democrats,Solidarity-People Before Profit,Aontú,Sinn Féin (estimate),SF lower,SF upper,Fine Gael (estimate),FG lower,FG upper,Fianna Fáil (estimate),FF lower,FF upper,Labour (estimate),Lab lower,Lab upper,Green Party (estimate),GP lower,GP upper,Social Democrats (estimate),SocDem lower,SocDem upper,Solidarity-People Before Profit (estimate),S-PBP lower,S-PBP upper,Aontú (estimate),Aon lower,Aon upper,Independents/Other (estimate),Ind/Oth lower,Ind/Oth upper
04/04/2023,Behaviour & Attitudes,909,21,15,37,4,6,9,4,2,2,31.59%,30.04%,33.13%,19.90%,18.15%,21.63%,18.47%,16.89%,20.08%,4.38%,3.75%,5.00%,4.66%,3.86%,5.46%,4.73%,3.87%,5.81%,2.75%,2.09%,3.26%,1.87%,1.44%,2.25%,11.65%,10.02%,13.28%
05/04/2023,,,,,,,,,,,,31.58%,30.04%,33.14%,19.88%,18.12%,21.65%,18.50%,16.92%,20.13%,4.38%,3.75%,4.98%,4.65%,3.85%,5.47%,4.71%,3.85%,5.76%,2.75%,2.08%,3.26%,1.87%,1.43%,2.25%,11.68%,9.94%,13.36%
06/04/2023,,,,,,,,,,,,31.56%,30.02%,33.12%,19.88%,18.07%,21.66%,18.52%,16.92%,20.17%,4.38%,3.74%,5.00%,4.64%,3.83%,5.46%,4.69%,3.81%,5.76%,2.75%,2.08%,3.26%,1.87%,1.43%,2.25%,11.72%,9.95%,13.46%
07/04/2023,,,,,,,,,,,,31.55%,29.98%,33.07%,19.87%,18.02%,21.70%,18.53%,16.88%,20.23%,4.38%,3.73%,4.99%,4.63%,3.81%,5.46%,4.67%,3.80%,5.74%,2.75%,2.08%,3.26%,1.87%,1.42%,2.25%,11.76%,9.97%,13.55%
08/04/2023,,,,,,,,,,,,31.54%,29.97%,33.09%,19.86%,18.00%,21.74%,18.56%,16.89%,20.26%,4.38%,3.74%,4.98%,4.62%,3.79%,5.44%,4.65%,3.76%,5.70%,2.74%,2.09%,3.26%,1.86%,1.41%,2.24%,11.79%,9.95%,13.64%
09/04/2023,,,,,,,,,,,,31.53%,29.95%,33.09%,19.84%,18.01%,21.77%,18.58%,16.89%,20.30%,4.38%,3.73%,4.98%,4.62%,3.80%,5.46%,4.63%,3.74%,5.66%,2.74%,2.07%,3.26%,1.86%,1.42%,2.24%,11.82%,9.98%,13.69%
10/04/2023,,,,,,,,,,,,31.51%,29.95%,33.07%,19.84%,17.99%,21.80%,18.59%,16.85%,20.32%,4.38%,3.73%,5.00%,4.60%,3.79%,5.45%,4.61%,3.71%,5.65%,2.74%,2.09%,3.27%,1.86%,1.41%,2.23%,11.86%,10.01%,13.79%
11/04/2023,,,,,,,,,,,,31.50%,29.90%,33.06%,19.85%,17.99%,21.77%,18.61%,16.84%,20.42%,4.38%,3.74%,5.00%,4.59%,3.79%,5.42%,4.58%,3.69%,5.64%,2.74%,2.07%,3.26%,1.86%,1.42%,2.24%,11.90%,10.02%,13.79%
12/04/2023,,,,,,,,,,,,31.49%,29.90%,33.07%,19.83%,17.96%,21.80%,18.63%,16.90%,20.37%,4.38%,3.74%,4.99%,4.58%,3.75%,5.42%,4.56%,3.66%,5.56%,2.74%,2.07%,3.25%,1.86%,1.41%,2.23%,11.93%,10.04%,13.90%
13/04/2023,,,,,,,,,,,,31.47%,29.88%,33.05%,19.83%,18.00%,21.74%,18.65%,16.91%,20.45%,4.38%,3.74%,4.99%,4.57%,3.75%,5.40%,4.54%,3.67%,5.55%,2.74%,2.07%,3.25%,1.85%,1.41%,2.23%,11.96%,10.09%,13.97%
14/04/2023,,,,,,,,,,,,31.46%,29.91%,33.03%,19.82%,17.98%,21.78%,18.67%,16.95%,20.46%,4.38%,3.73%,4.99%,4.56%,3.74%,5.40%,4.52%,3.63%,5.52%,2.74%,2.07%,3.25%,1.85%,1.40%,2.23%,12.00%,10.09%,14.05%
15/04/2023,,,,,,,,,,,,31.45%,29.89%,33.03%,19.82%,17.95%,21.70%,18.69%,16.94%,20.46%,4.38%,3.73%,4.98%,4.55%,3.74%,5.41%,4.50%,3.59%,5.49%,2.73%,2.06%,3.25%,1.85%,1.40%,2.23%,12.02%,10.11%,14.01%
16/04/2023,,,,,,,,,,,,31.44%,29.87%,33.02%,19.82%,17.91%,21.77%,18.72%,16.98%,20.48%,4.38%,3.75%,4.98%,4.55%,3.73%,5.40%,4.47%,3.58%,5.44%,2.73%,2.05%,3.25%,1.85%,1.40%,2.23%,12.04%,10.18%,14.03%
17/04/2023,,,,,,,,,,,,31.43%,29.85%,33.03%,19.82%,17.93%,21.71%,18.74%,17.03%,20.50%,4.38%,3.75%,4.97%,4.54%,3.72%,5.38%,4.45%,3.58%,5.43%,2.73%,2.05%,3.24%,1.84%,1.39%,2.22%,12.07%,10.25%,13.96%
18/04/2023,,,,,,,,,,,,31.42%,29.87%,33.03%,19.81%,17.94%,21.67%,18.76%,17.08%,20.51%,4.38%,3.76%,4.97%,4.53%,3.71%,5.36%,4.43%,3.55%,5.39%,2.73%,2.05%,3.25%,1.84%,1.39%,2.22%,12.10%,10.24%,14.02%
19/04/2023,,,,,,,,,,,,31.41%,29.86%,32.95%,19.81%,17.94%,21.66%,18.78%,17.08%,20.44%,4.38%,3.76%,4.98%,4.52%,3.71%,5.35%,4.41%,3.53%,5.36%,2.73%,2.04%,3.24%,1.84%,1.38%,2.21%,12.12%,10.31%,14.00%
20/04/2023,,,,,,,,,,,,31.39%,29.84%,32.96%,19.80%,17.93%,21.64%,18.80%,17.12%,20.47%,4.38%,3.77%,4.97%,4.51%,3.71%,5.32%,4.40%,3.52%,5.33%,2.73%,2.04%,3.24%,1.84%,1.38%,2.22%,12.16%,10.40%,13.97%
21/04/2023,,,,,,,,,,,,31.38%,29.82%,32.96%,19.79%,18.00%,21.60%,18.81%,17.17%,20.43%,4.38%,3.75%,4.97%,4.50%,3.68%,5.30%,4.38%,3.53%,5.27%,2.72%,2.05%,3.24%,1.83%,1.38%,2.21%,12.20%,10.48%,13.98%
22/04/2023,,,,,,,,,,,,31.37%,29.83%,32.93%,19.79%,17.99%,21.55%,18.83%,17.18%,20.45%,4.38%,3.76%,4.97%,4.49%,3.66%,5.29%,4.36%,3.53%,5.24%,2.72%,2.04%,3.24%,1.83%,1.39%,2.21%,12.24%,10.49%,14.01%
23/04/2023,,,,,,,,,,,,31.35%,29.82%,32.90%,19.79%,18.09%,21.49%,18.85%,17.27%,20.42%,4.38%,3.78%,4.97%,4.48%,3.69%,5.28%,4.34%,3.51%,5.21%,2.72%,2.04%,3.24%,1.83%,1.37%,2.21%,12.27%,10.53%,13.98%
24/04/2023,,,,,,,,,,,,31.34%,29.83%,32.90%,19.77%,18.07%,21.48%,18.87%,17.29%,20.47%,4.38%,3.77%,4.97%,4.47%,3.68%,5.29%,4.32%,3.50%,5.18%,2.72%,2.04%,3.24%,1.83%,1.38%,2.20%,12.30%,10.62%,13.96%
25/04/2023,,,,,,,,,,,,31.33%,29.81%,32.89%,19.74%,18.07%,21.44%,18.90%,17.34%,20.51%,4.38%,3.76%,4.96%,4.47%,3.65%,5.27%,4.31%,3.48%,5.16%,2.72%,2.05%,3.24%,1.83%,1.38%,2.20%,12.33%,10.64%,14.00%
26/04/2023,Red C,1016,16,22,31,4,4,14,5,2,2,31.34%,29.81%,32.93%,19.70%,17.98%,21.42%,18.92%,17.36%,20.55%,4.37%,3.75%,4.97%,4.47%,3.66%,5.27%,4.31%,3.47%,5.17%,2.72%,2.05%,3.24%,1.82%,1.37%,2.20%,12.35%,10.65%,14.11%
27/04/2023,,,,,,,,,,,,31.34%,29.81%,32.94%,19.65%,17.97%,21.40%,18.94%,17.38%,20.56%,4.38%,3.76%,4.96%,4.46%,3.67%,5.25%,4.31%,3.47%,5.15%,2.72%,2.05%,3.24%,1.82%,1.38%,2.20%,12.38%,10.64%,14.12%
28/04/2023,,,,,,,,,,,,31.34%,29.84%,32.91%,19.62%,17.93%,21.35%,18.96%,17.42%,20.57%,4.38%,3.77%,4.95%,4.46%,3.66%,5.25%,4.30%,3.47%,5.13%,2.72%,2.06%,3.24%,1.82%,1.37%,2.20%,12.41%,10.71%,14.19%
29/04/2023,,,,,,,,,,,,31.34%,29.85%,32.93%,19.58%,17.91%,21.30%,18.98%,17.44%,20.62%,4.38%,3.77%,4.96%,4.45%,3.68%,5.23%,4.30%,3.49%,5.13%,2.72%,2.07%,3.25%,1.82%,1.37%,2.20%,12.43%,10.76%,14.15%
30/04/2023,,,,,,,,,,,,31.34%,29.83%,32.93%,19.52%,17.81%,21.25%,19.00%,17.45%,20.58%,4.38%,3.77%,4.95%,4.45%,3.69%,5.24%,4.29%,3.48%,5.10%,2.73%,2.06%,3.24%,1.82%,1.38%,2.19%,12.47%,10.79%,14.19%
01/05/2023,,,,,,,,,,,,31.34%,29.85%,32.90%,19.48%,17.82%,21.20%,19.03%,17.48%,20.63%,4.38%,3.78%,4.95%,4.45%,3.68%,5.22%,4.28%,3.47%,5.12%,2.73%,2.06%,3.25%,1.81%,1.37%,2.19%,12.50%,10.85%,14.13%
02/05/2023,,,,,,,,,,,,31.35%,29.84%,32.86%,19.44%,17.77%,21.13%,19.05%,17.53%,20.58%,4.38%,3.77%,4.95%,4.45%,3.68%,5.20%,4.27%,3.45%,5.11%,2.73%,2.06%,3.25%,1.81%,1.36%,2.18%,12.52%,10.84%,14.12%
03/05/2023,,,,,,,,,,,,31.35%,29.87%,32.87%,19.40%,17.79%,20.98%,19.07%,17.56%,20.55%,4.38%,3.78%,4.94%,4.44%,3.67%,5.20%,4.26%,3.44%,5.06%,2.73%,2.07%,3.24%,1.81%,1.37%,2.18%,12.55%,10.96%,14.17%
04/05/2023,,,,,,,,,,,,31.34%,29.88%,32.88%,19.41%,17.81%,21.05%,19.10%,17.61%,20.61%,4.38%,3.77%,4.96%,4.43%,3.66%,5.18%,4.25%,3.42%,5.06%,2.73%,2.07%,3.24%,1.81%,1.36%,2.17%,12.55%,10.96%,14.14%
05/05/2023,,,,,,,,,,,,31.34%,29.84%,32.89%,19.42%,17.80%,21.05%,19.12%,17.65%,20.65%,4.38%,3.78%,4.94%,4.42%,3.67%,5.17%,4.24%,3.41%,5.05%,2.74%,2.06%,3.24%,1.80%,1.36%,2.17%,12.54%,10.94%,14.12%
06/05/2023,Ireland Thinks,1175,19,20,31,4,3,12,5,4,2,31.34%,29.87%,32.87%,19.42%,17.85%,20.97%,19.16%,17.70%,20.63%,4.38%,3.76%,4.93%,4.41%,3.67%,5.17%,4.23%,3.38%,5.06%,2.74%,2.07%,3.25%,1.80%,1.34%,2.17%,12.53%,11.00%,14.11%
07/05/2023,,,,,,,,,,,,31.35%,29.88%,32.92%,19.43%,17.78%,21.05%,19.15%,17.61%,20.72%,4.38%,3.77%,4.94%,4.41%,3.66%,5.18%,4.23%,3.38%,5.09%,2.74%,2.08%,3.25%,1.80%,1.34%,2.17%,12.51%,10.89%,14.14%
08/05/2023,,,,,,,,,,,,31.35%,29.90%,32.93%,19.44%,17.81%,21.09%,19.15%,17.59%,20.74%,4.38%,3.78%,4.96%,4.41%,3.62%,5.16%,4.24%,3.40%,5.10%,2.74%,2.08%,3.25%,1.80%,1.35%,2.17%,12.48%,10.81%,14.14%
09/05/2023,Behaviour & Attitudes,906,22,17,35,4,5,12,3,1,1,31.35%,29.84%,32.94%,19.45%,17.82%,21.15%,19.15%,17.57%,20.75%,4.38%,3.77%,4.97%,4.41%,3.62%,5.18%,4.24%,3.37%,5.08%,2.74%,2.08%,3.25%,1.80%,1.35%,2.17%,12.47%,10.80%,14.18%
10/05/2023,,,,,,,,,,,,31.35%,29.90%,32.91%,19.47%,17.82%,21.20%,19.15%,17.57%,20.77%,4.38%,3.78%,4.97%,4.41%,3.63%,5.20%,4.24%,3.39%,5.09%,2.74%,2.08%,3.25%,1.79%,1.34%,2.17%,12.45%,10.77%,14.15%
11/05/2023,,,,,,,,,,,,31.35%,29.83%,32.97%,19.47%,17.78%,21.24%,19.15%,17.55%,20.71%,4.39%,3.77%,4.97%,4.41%,3.62%,5.19%,4.25%,3.40%,5.13%,2.75%,2.08%,3.26%,1.79%,1.34%,2.17%,12.44%,10.68%,14.21%
12/05/2023,,,,,,,,,,,,31.36%,29.86%,32.96%,19.49%,17.77%,21.19%,19.15%,17.56%,20.75%,4.39%,3.77%,4.98%,4.41%,3.63%,5.18%,4.25%,3.41%,5.14%,2.75%,2.09%,3.26%,1.79%,1.33%,2.17%,12.42%,10.62%,14.24%
13/05/2023,,,,,,,,,,,,31.37%,29.87%,32.98%,19.49%,17.81%,21.25%,19.16%,17.55%,20.72%,4.39%,3.79%,4.98%,4.41%,3.63%,5.17%,4.26%,3.40%,5.12%,2.75%,2.10%,3.26%,1.79%,1.33%,2.17%,12.39%,10.50%,14.18%
14/05/2023,,,,,,,,,,,,31.38%,29.88%,32.95%,19.51%,17.76%,21.25%,19.16%,17.54%,20.71%,4.39%,3.78%,4.98%,4.41%,3.62%,5.16%,4.26%,3.41%,5.14%,2.75%,2.09%,3.26%,1.79%,1.32%,2.17%,12.36%,10.46%,14.17%
15/05/2023,,,,,,,,,,,,31.39%,29.87%,32.96%,19.51%,17.77%,21.28%,19.16%,17.52%,20.75%,4.39%,3.76%,4.98%,4.41%,3.62%,5.16%,4.26%,3.41%,5.16%,2.75%,2.10%,3.26%,1.79%,1.32%,2.16%,12.34%,10.41%,14.15%
16/05/2023,,,,,,,,,,,,31.39%,29.88%,33.01%,19.52%,17.79%,21.37%,19.15%,17.52%,20.79%,4.39%,3.77%,4.97%,4.41%,3.62%,5.16%,4.26%,3.41%,5.18%,2.76%,2.11%,3.27%,1.79%,1.32%,2.16%,12.33%,10.45%,14.20%
17/05/2023,,,,,,,,,,,,31.40%,29.91%,33.04%,19.53%,17.79%,21.37%,19.15%,17.54%,20.74%,4.39%,3.75%,4.97%,4.41%,3.61%,5.19%,4.27%,3.43%,5.17%,2.76%,2.09%,3.27%,1.79%,1.32%,2.17%,12.31%,10.50%,14.10%
18/05/2023,,,,,,,,,,,,31.41%,29.91%,33.04%,19.53%,17.83%,21.35%,19.16%,17.56%,20.71%,4.39%,3.77%,4.97%,4.41%,3.64%,5.17%,4.27%,3.44%,5.19%,2.76%,2.09%,3.27%,1.79%,1.31%,2.16%,12.28%,10.50%,14.07%
19/05/2023,,,,,,,,,,,,31.42%,29.92%,33.07%,19.54%,17.83%,21.35%,19.16%,17.53%,20.75%,4.39%,3.77%,4.97%,4.40%,3.67%,5.16%,4.28%,3.47%,5.19%,2.76%,2.08%,3.27%,1.79%,1.30%,2.16%,12.26%,10.45%,14.07%
20/05/2023,,,,,,,,,,,,31.43%,29.93%,33.06%,19.54%,17.89%,21.34%,19.17%,17.58%,20.74%,4.39%,3.76%,4.97%,4.40%,3.66%,5.17%,4.28%,3.46%,5.18%,2.76%,2.10%,3.27%,1.78%,1.30%,2.16%,12.23%,10.36%,13.98%
21/05/2023,,,,,,,,,,,,31.44%,29.94%,33.01%,19.55%,17.94%,21.32%,19.17%,17.58%,20.73%,4.40%,3.77%,4.97%,4.40%,3.65%,5.16%,4.28%,3.44%,5.17%,2.77%,2.10%,3.27%,1.78%,1.31%,2.16%,12.20%,10.44%,13.88%
22/05/2023,,,,,,,,,,,,31.45%,29.96%,32.98%,19.57%,17.98%,21.29%,19.18%,17.63%,20.69%,4.40%,3.77%,4.97%,4.40%,3.66%,5.15%,4.28%,3.42%,5.18%,2.77%,2.09%,3.27%,1.78%,1.30%,2.15%,12.17%,10.48%,13.84%
23/05/2023,,,,,,,,,,,,31.44%,29.95%,32.99%,19.57%,17.96%,21.28%,19.20%,17.62%,20.74%,4.39%,3.78%,4.96%,4.40%,3.67%,5.15%,4.28%,3.44%,5.18%,2.77%,2.10%,3.27%,1.78%,1.30%,2.16%,12.17%,10.43%,13.86%
24/05/2023,Red C,1011,15,20,34,4,4,13,6,3,1,31.43%,29.95%,32.96%,19.58%,17.99%,21.28%,19.22%,17.66%,20.77%,4.39%,3.76%,4.96%,4.40%,3.65%,5.14%,4.27%,3.43%,5.16%,2.77%,2.10%,3.28%,1.78%,1.30%,2.16%,12.16%,10.44%,13.85%
25/05/2023,,,,,,,,,,,,31.41%,29.93%,33.00%,19.60%,17.96%,21.29%,19.23%,17.65%,20.80%,4.39%,3.77%,4.96%,4.40%,3.66%,5.15%,4.27%,3.44%,5.17%,2.77%,2.11%,3.28%,1.78%,1.31%,2.16%,12.15%,10.43%,13.78%
26/05/2023,,,,,,,,,,,,31.40%,29.93%,32.99%,19.61%,17.97%,21.27%,19.24%,17.64%,20.84%,4.39%,3.78%,4.95%,4.39%,3.65%,5.13%,4.26%,3.44%,5.16%,2.77%,2.11%,3.28%,1.79%,1.31%,2.16%,12.16%,10.46%,13.80%
27/05/2023,,,,,,,,,,,,31.39%,29.92%,32.93%,19.61%,17.99%,21.38%,19.26%,17.64%,20.82%,4.38%,3.76%,4.95%,4.39%,3.66%,5.12%,4.25%,3.44%,5.14%,2.77%,2.12%,3.27%,1.79%,1.31%,2.16%,12.16%,10.44%,13.83%
28/05/2023,,,,,,,,,,,,31.38%,29.91%,32.87%,19.62%,18.04%,21.36%,19.27%,17.71%,20.81%,4.38%,3.76%,4.95%,4.39%,3.67%,5.13%,4.25%,3.43%,5.12%,2.77%,2.12%,3.27%,1.79%,1.33%,2.15%,12.16%,10.47%,13.78%
29/05/2023,,,,,,,,,,,,31.36%,29.91%,32.84%,19.63%,18.01%,21.39%,19.29%,17.74%,20.85%,4.38%,3.77%,4.94%,4.39%,3.68%,5.14%,4.24%,3.43%,5.15%,2.77%,2.12%,3.26%,1.79%,1.33%,2.15%,12.15%,10.47%,13.78%
30/05/2023,,,,,,,,,,,,31.35%,29.94%,32.79%,19.64%,18.06%,21.36%,19.31%,17.74%,20.78%,4.38%,3.76%,4.94%,4.39%,3.66%,5.15%,4.23%,3.42%,5.11%,2.77%,2.12%,3.27%,1.79%,1.32%,2.16%,12.15%,10.52%,13.78%
31/05/2023,,,,,,,,,,,,31.33%,29.94%,32.78%,19.64%,18.00%,21.30%,19.32%,17.80%,20.83%,4.37%,3.77%,4.94%,4.39%,3.66%,5.12%,4.23%,3.42%,5.10%,2.76%,2.12%,3.27%,1.79%,1.32%,2.15%,12.16%,10.57%,13.74%
01/06/2023,,,,,,,,,,,,31.32%,29.90%,32.79%,19.64%,18.03%,21.26%,19.33%,17.87%,20.86%,4.37%,3.76%,4.93%,4.38%,3.65%,5.11%,4.22%,3.42%,5.07%,2.76%,2.13%,3.26%,1.79%,1.34%,2.16%,12.16%,10.61%,13.68%
02/06/2023,Ireland Thinks,1136,19,20,32,3,3,12,6,2,3,31.31%,29.93%,32.77%,19.66%,18.09%,21.23%,19.35%,17.97%,20.86%,4.37%,3.76%,4.92%,4.38%,3.66%,5.07%,4.21%,3.41%,5.02%,2.76%,2.13%,3.26%,1.80%,1.33%,2.16%,12.16%,10.64%,13.68%
03/06/2023,,,,,,,,,,,,31.32%,29.93%,32.83%,19.68%,18.11%,21.27%,19.35%,17.94%,20.85%,4.37%,3.75%,4.93%,4.39%,3.67%,5.10%,4.20%,3.42%,5.05%,2.77%,2.14%,3.27%,1.80%,1.34%,2.15%,12.12%,10.61%,13.57%
04/06/2023,,,,,,,,,,,,31.34%,29.92%,32.86%,19.70%,18.11%,21.30%,19.35%,17.93%,20.86%,4.38%,3.76%,4.94%,4.40%,3.66%,5.13%,4.19%,3.39%,5.01%,2.77%,2.14%,3.27%,1.80%,1.34%,2.16%,12.07%,10.57%,13.51%
05/06/2023,,,,,,,,,,,,31.35%,29.94%,32.87%,19.72%,18.18%,21.30%,19.35%,17.93%,20.81%,4.38%,3.77%,4.93%,4.41%,3.67%,5.14%,4.18%,3.42%,4.98%,2.78%,2.14%,3.26%,1.80%,1.35%,2.16%,12.03%,10.49%,13.45%
06/06/2023,,,,,,,,,,,,31.36%,29.96%,32.88%,19.74%,18.20%,21.36%,19.35%,17.95%,20.81%,4.38%,3.77%,4.94%,4.41%,3.68%,5.15%,4.17%,3.40%,4.96%,2.78%,2.15%,3.26%,1.81%,1.36%,2.16%,11.99%,10.42%,13.38%
07/06/2023,,,,,,,,,,,,31.37%,30.00%,32.91%,19.76%,18.26%,21.35%,19.35%,17.96%,20.81%,4.39%,3.77%,4.94%,4.42%,3.69%,5.16%,4.17%,3.42%,4.93%,2.79%,2.16%,3.26%,1.81%,1.36%,2.17%,11.94%,10.39%,13.36%
08/06/2023,,,,,,,,,,,,31.35%,29.94%,32.89%,19.71%,18.17%,21.31%,19.36%,17.91%,20.82%,4.38%,3.75%,4.94%,4.41%,3.70%,5.14%,4.18%,3.42%,4.96%,2.79%,2.15%,3.27%,1.81%,1.36%,2.17%,12.00%,10.49%,13.44%
09/06/2023,,,,,,,,,,,,31.33%,29.94%,32.85%,19.67%,18.10%,21.25%,19.37%,17.95%,20.86%,4.38%,3.74%,4.94%,4.40%,3.66%,5.13%,4.19%,3.41%,4.99%,2.79%,2.15%,3.27%,1.81%,1.38%,2.17%,12.05%,10.55%,13.52%
10/06/2023,,,,,,,,,,,,31.31%,29.93%,32.81%,19.62%,18.08%,21.18%,19.38%,17.95%,20.85%,4.37%,3.73%,4.93%,4.40%,3.67%,5.12%,4.20%,3.44%,5.01%,2.79%,2.15%,3.26%,1.82%,1.39%,2.17%,12.11%,10.57%,13.60%
11/06/2023,,,,,,,,,,,,31.29%,29.92%,32.82%,19.58%,18.05%,21.13%,19.40%,17.98%,20.88%,4.37%,3.74%,4.93%,4.39%,3.68%,5.09%,4.21%,3.45%,5.04%,2.79%,2.15%,3.26%,1.82%,1.38%,2.18%,12.16%,10.62%,13.64%
12/06/2023,Ipsos MRBI,1200,21,18,31,4,4,14,5,2,1,31.27%,29.90%,32.78%,19.53%,17.99%,21.00%,19.41%,18.01%,20.86%,4.36%,3.73%,4.92%,4.38%,3.67%,5.08%,4.23%,3.44%,5.04%,2.79%,2.15%,3.26%,1.82%,1.38%,2.18%,12.21%,10.73%,13.71%
13/06/2023,Behaviour & Attitudes,935,21,20,34,6,6,9,2,2,0,31.25%,29.86%,32.73%,19.55%,17.97%,21.07%,19.41%,18.01%,20.87%,4.36%,3.72%,4.92%,4.37%,3.67%,5.08%,4.21%,3.43%,5.03%,2.79%,2.15%,3.26%,1.83%,1.38%,2.18%,12.23%,10.67%,13.77%
14/06/2023,,,,,,,,,,,,31.24%,29.82%,32.76%,19.56%,17.98%,21.12%,19.42%,18.01%,20.92%,4.35%,3.73%,4.91%,4.37%,3.64%,5.09%,4.19%,3.41%,5.00%,2.79%,2.16%,3.25%,1.83%,1.38%,2.19%,12.26%,10.65%,13.80%
15/06/2023,,,,,,,,,,,,31.22%,29.79%,32.72%,19.58%,17.96%,21.22%,19.43%,17.97%,20.97%,4.34%,3.72%,4.92%,4.36%,3.63%,5.10%,4.17%,3.39%,5.00%,2.79%,2.15%,3.25%,1.83%,1.39%,2.19%,12.28%,10.66%,13.90%
16/06/2023,,,,,,,,,,,,31.21%,29.81%,32.67%,19.59%,17.94%,21.22%,19.43%,17.99%,20.97%,4.34%,3.71%,4.91%,4.36%,3.62%,5.10%,4.15%,3.36%,4.97%,2.79%,2.17%,3.26%,1.83%,1.39%,2.19%,12.30%,10.67%,13.91%
17/06/2023,,,,,,,,,,,,31.19%,29.79%,32.67%,19.61%,17.97%,21.27%,19.44%,17.97%,20.96%,4.33%,3.70%,4.90%,4.35%,3.61%,5.08%,4.13%,3.34%,4.95%,2.79%,2.17%,3.26%,1.84%,1.40%,2.19%,12.31%,10.68%,13.93%
18/06/2023,,,,,,,,,,,,31.18%,29.73%,32.69%,19.62%,18.01%,21.26%,19.44%,17.99%,20.98%,4.33%,3.70%,4.90%,4.35%,3.60%,5.07%,4.11%,3.34%,4.94%,2.79%,2.17%,3.26%,1.84%,1.40%,2.20%,12.33%,10.71%,13.94%
19/06/2023,,,,,,,,,,,,31.16%,29.73%,32.70%,19.65%,18.07%,21.28%,19.45%,18.02%,21.00%,4.32%,3.68%,4.90%,4.35%,3.61%,5.06%,4.10%,3.31%,4.91%,2.79%,2.17%,3.26%,1.84%,1.40%,2.20%,12.35%,10.79%,13.95%
20/06/2023,,,,,,,,,,,,31.17%,29.72%,32.73%,19.63%,18.01%,21.36%,19.47%,18.03%,21.04%,4.31%,3.67%,4.90%,4.34%,3.58%,5.07%,4.09%,3.30%,4.92%,2.79%,2.17%,3.25%,1.84%,1.41%,2.21%,12.36%,10.74%,14.01%
21/06/2023,Red C,1011,16,22,29,5,4,14,5,3,2,31.16%,29.68%,32.75%,19.61%,17.94%,21.36%,19.50%,18.02%,21.06%,4.30%,3.67%,4.89%,4.34%,3.58%,5.07%,4.08%,3.27%,4.92%,2.79%,2.18%,3.26%,1.84%,1.40%,2.21%,12.36%,10.72%,14.07%
22/06/2023,,,,,,,,,,,,31.17%,29.70%,32.74%,19.59%,17.95%,21.32%,19.52%,18.02%,21.17%,4.30%,3.65%,4.88%,4.34%,3.58%,5.07%,4.07%,3.26%,4.90%,2.80%,2.19%,3.27%,1.85%,1.41%,2.22%,12.37%,10.73%,14.03%
23/06/2023,,,,,,,,,,,,31.17%,29.68%,32.75%,19.56%,17.90%,21.26%,19.54%,18.03%,21.15%,4.29%,3.63%,4.88%,4.34%,3.59%,5.08%,4.06%,3.24%,4.89%,2.80%,2.19%,3.27%,1.85%,1.40%,2.21%,12.38%,10.72%,14.11%
24/06/2023,,,,,,,,,,,,31.18%,29.67%,32.75%,19.55%,17.87%,21.29%,19.56%,18.05%,21.16%,4.28%,3.62%,4.89%,4.34%,3.57%,5.08%,4.05%,3.24%,4.92%,2.80%,2.19%,3.27%,1.85%,1.41%,2.21%,12.39%,10.68%,14.15%
25/06/2023,,,,,,,,,,,,31.18%,29.67%,32.78%,19.53%,17.89%,21.29%,19.58%,18.06%,21.20%,4.27%,3.61%,4.88%,4.34%,3.58%,5.07%,4.05%,3.24%,4.91%,2.80%,2.19%,3.27%,1.85%,1.39%,2.22%,12.40%,10.68%,14.18%
26/06/2023,,,,,,,,,,,,31.18%,29.65%,32.80%,19.51%,17.87%,21.27%,19.61%,18.10%,21.21%,4.27%,3.60%,4.88%,4.33%,3.58%,5.06%,4.03%,3.23%,4.89%,2.81%,2.20%,3.27%,1.86%,1.39%,2.23%,12.41%,10.67%,14.22%
27/06/2023,,,,,,,,,,,,31.18%,29.70%,32.80%,19.48%,17.84%,21.23%,19.63%,18.11%,21.27%,4.26%,3.58%,4.87%,4.33%,3.59%,5.07%,4.02%,3.21%,4.87%,2.81%,2.19%,3.27%,1.86%,1.40%,2.23%,12.42%,10.70%,14.20%
28/06/2023,,,,,,,,,,,,31.18%,29.69%,32.80%,19.46%,17.85%,21.19%,19.65%,18.10%,21.31%,4.25%,3.58%,4.86%,4.33%,3.56%,5.06%,4.02%,3.19%,4.84%,2.81%,2.21%,3.27%,1.86%,1.40%,2.23%,12.44%,10.69%,14.19%
29/06/2023,,,,,,,,,,,,31.19%,29.68%,32.76%,19.45%,17.83%,21.15%,19.66%,18.09%,21.30%,4.24%,3.56%,4.85%,4.32%,3.57%,5.05%,4.01%,3.18%,4.84%,2.81%,2.21%,3.27%,1.87%,1.41%,2.24%,12.45%,10.72%,14.19%
30/06/2023,,,,,,,,,,,,31.19%,29.70%,32.77%,19.42%,17.80%,21.13%,19.69%,18.19%,21.33%,4.24%,3.55%,4.85%,4.32%,3.58%,5.04%,4.00%,3.18%,4.82%,2.81%,2.21%,3.27%,1.87%,1.41%,2.24%,12.46%,10.80%,14.15%
